car-id,hours
20151210111240-272,0.367
20151210121248-239,33.35
20151211021211-921,1.55
20151211031240-876,9.05
20151211051227-514,1.417
20151211051247-172,2.117
20151211051259-166,142.067
20151211061235-957,49.017
20151211061241-520,57.583
20151211071215-709,1.867
20151211081210-391,83.2
20151211091201-575,83.35
20151211101209-170,0.983
20151211111220-922,0.75
20151211121232-51,1.333
20151212011241-763,92.35
20151212011243-975,28.8
20151212021252-485,25.617
20151212031240-621,28.817
20151212041215-0,1.117
20151212051226-954,23.0
20151212061217-99,6.817
20151212061227-505,0.333
20151212061257-521,0.4
20151212071202-912,0.35
20151212081202-125,251.783
20151212111223-167,0.317
20151212121250-641,25.2
20151214011236-336,0.95
20151214041201-843,0.417
20151214081239-359,0.483
20151214101200-618,1.033
20151214101217-551,28.583
20151214111219-521,0.317
20151215011211-758,43.967
20151215021211-822,52.567
20151215021238-599,1.15
20151215031227-659,1.567
20151215071240-346,0.517
20151215081216-371,0.483
20151215111234-603,74.267
20151216041200-755,121.1
20151216061214-975,5.567
20151216061234-273,1.133
20151216071229-410,1.0
20151216111200-357,0.483
20151216121204-341,1.517
20151216121234-750,1.133
20151217011215-52,0.55
20151217031205-749,1.7
20151217031233-634,2.167
20151217041252-159,0.533
20151217061258-570,0.367
20151217081231-508,0.75
20151217091221-584,0.317
20151217101212-140,164.767
20151217101228-746,1.033
20151217101248-377,23.1
20151217121243-265,190.55
20151217121251-526,57.083
20151218031248-730,0.417
20151218041253-506,0.483
20151218051211-725,44.867
20151218101204-383,28.55
20151218121208-297,0.483
20151219011251-234,0.583
20151219031239-975,0.933
20151219051238-555,242.75
20151219061259-337,1.833
20151219081235-39,86.1
20151219081244-360,4.217
20151219091205-152,1.133
20151219101232-863,52.8
20151220031238-653,0.767
20151220061227-950,26.167
20151220071232-910,2.717
20151220081200-742,0.967
20151220081248-394,0.283
20151220101200-78,1.5
20151221021214-964,20.233
20151221041237-821,122.433
20151221051211-612,0.3
20151221091212-16,1.183
20151221091241-93,0.867
20151221091244-979,121.1
20151221101252-161,2.55
20151222021205-875,1.067
20151222031241-371,29.967
20151222051229-742,1.15
20151222061237-438,62.017
20151222061256-162,0.75
20151222081247-292,0.967
20151222121215-335,0.433
20151222121218-329,1.0
20151223041229-241,1.083
20151223081226-766,0.417
20151223091207-538,1.017
20151223091224-134,118.583
20151223091254-664,25.8
20151224021228-978,0.333
20151224031247-625,0.3
20151224041202-651,28.967
20151224041233-373,1.883
20151224041242-581,62.9
20151224061201-826,0.917
20151224101227-56,275.9
20151224121210-614,46.633
20151225031208-655,74.65
20151225031224-774,1.683
20151225041253-640,189.067
20151225041257-977,7.867
20151225051248-279,71.533
20151225071221-449,33.033
20151225091206-465,85.733
20151225091237-930,222.35
20151225121214-761,2.183
20151225121247-656,1.55
20151226021220-877,0.883
20151226031229-659,0.833
20151226031239-133,1.933
20151226061234-537,5.9
20151226101236-942,0.8
20151226121233-295,35.75
20151227041255-244,141.667
20151227101235-797,0.6
20151227111237-390,1.483
20151228011242-334,1.517
20151228011247-72,7.8
20151228021221-216,64.6
20151228021233-116,0.75
20151228031201-976,0.967
20151228111242-521,0.733
20151229041207-285,46.333
20151229041225-130,113.883
20151229041255-791,0.883
20151229071227-475,1.85
20151229071243-282,6.25
20151229091239-775,2.067
20151229111259-568,48.45
20151229121215-192,0.967
20151229121216-715,166.433
20151230021228-117,73.85
20151230061216-549,2.1
20151230091228-162,27.367
20151231031229-263,0.783
20151231031233-897,44.867
20151231031240-441,0.95
20151231081203-407,38.117
20151231081230-646,0.533
20151231121203-449,18.967
20151231121209-661,2.733
20151301011335-837,0.6
20151301021340-472,30.233
20151301031345-134,1.35
20151301081324-366,0.533
20151301091306-345,192.6
20151301101307-609,7.5
20151301111308-417,49.883
20151301111352-990,1.0
20151302021351-258,1.3
20151302031316-697,1.0
20151302071301-31,96.3
20151302081321-676,32.3
20151302091349-722,1.533
20151302111323-649,31.4
20151302121324-471,0.85
20151302121334-985,0.483
20151302121348-104,77.6
20151303011307-789,1.533
20151303021334-51,0.467
20151303021356-890,0.8
20151303071356-254,49.15
20151303081343-855,130.767
20151303091327-618,0.917
20151303091355-495,60.5
20151303111300-96,80.317
20151303111344-23,24.133
20151303121356-752,0.8
20151304011309-445,0.45
20151304011310-154,42.917
20151304011353-532,129.8
20151304041354-441,20.65
20151304071316-371,59.717
20151304071340-680,3.583
20151304091319-319,0.433
20151304111314-18,0.5
20151304121328-420,57.667
20151305011309-201,119.3
20151305011343-613,0.917
20151305011359-918,5.2
20151305041331-383,190.95
20151305041332-847,101.75
20151305041338-913,0.783
20151305071325-466,1.4
20151305081322-814,74.65
20151305091314-191,0.55
20151305101314-545,0.517
20151305111329-743,0.85
20151305121305-440,2.8
20151306041354-468,0.333
20151306101312-518,0.367
20151306101326-304,52.183
20151306121325-748,217.867
20151306121351-539,164.65
20151307011356-805,30.2
20151307021320-869,29.533
20151307031354-312,0.45
20151307081300-707,144.067
20151307081304-762,0.967
20151307081342-234,0.433
20151307091313-62,0.767
20151307091345-782,242.817
20151307121323-821,34.883
20151308011359-158,56.683
20151308021340-431,0.9
20151308041310-170,1.05
20151308041318-416,79.517
20151308061328-655,9.517
20151308081312-606,74.55
20151308081323-27,0.333
20151308101333-914,287.817
20151308111306-767,1.133
20151309031329-895,0.617
20151309041300-869,24.133
20151309041310-608,18.8
20151309041329-530,1.083
20151309051302-646,0.417
20151309051316-267,16.367
20151309071349-323,25.383
20151309081300-178,0.483
20151309121323-469,102.35
20151310021306-658,1.433
20151310021345-410,0.367
20151310031355-557,1.533
20151310041329-620,172.783
20151310041335-325,0.45
20151310041356-561,1.067
20151310041357-306,0.55
20151310061300-469,0.917
20151310071301-518,6.0
20151310071350-967,0.8
20151310091305-997,0.433
20151310091325-192,1.5
20151310101330-91,74.95
20151311031311-115,24.433
20151311031335-56,1.483
20151311061339-448,0.55
20151311111340-727,0.55
20151312011312-740,402.3
20151312011358-106,0.917
20151312041320-612,0.533
20151312041350-13,67.633
20151312041356-837,0.683
20151312051315-26,25.35
20151312071335-425,1.817
20151312071346-110,0.583
20151312091321-690,1.05
20151312101325-662,192.317
20151313011306-451,1.3
20151313011356-56,7.683
20151313041349-276,162.167
20151313051340-385,114.783
20151313061319-588,6.2
20151313061354-628,0.933
20151313071329-807,1.033
20151313121350-300,0.4
20151314011311-1,153.667
20151314031357-714,0.917
20151314051309-415,0.483
20151314051327-38,70.267
20151314081311-344,0.833
20151314081340-101,55.233
20151314091343-744,153.467
20151314121322-316,0.9
20151315011308-405,25.517
20151315031359-879,75.35
20151315061319-183,2.483
20151315061347-338,0.333
20151315071301-935,1.167
20151315071343-468,0.3
20151315071346-592,0.35
20151315081335-664,0.367
20151315091329-68,24.117
20151315111315-406,0.867
20151315121331-773,187.083
20151315121352-5,0.3
20151315121354-235,105.583
20151316021331-595,0.917
20151316021336-107,25.25
20151316041349-976,1.183
20151316081351-237,0.483
20151316091342-715,0.567
20151317011327-569,0.483
20151317011343-845,0.867
20151317041326-366,219.9
20151317071311-118,73.083
20151317081319-931,2.717
20151317091337-976,1.067
20151317101347-90,1.167
20151317101348-437,24.867
20151317121347-174,1.6
20151318021301-158,188.25
20151318021316-5,0.567
20151318041322-791,0.333
20151318051330-957,257.583
20151318061334-243,38.067
20151318081330-411,2.75
20151318101338-951,143.05
20151318101343-137,32.317
20151318121304-995,0.55
20151319011338-241,0.75
20151319031311-305,0.35
20151319041336-619,24.1
20151319061333-620,123.167
20151319061345-195,0.333
20151319071328-344,0.95
20151319081302-226,6.817
20151319101312-156,77.883
20151319101335-59,25.567
20151320011321-666,0.567
20151320011329-865,0.917
20151320031302-558,0.3
20151320031302-782,0.3
20151320081334-545,4.817
20151320091309-87,25.1
20151320091322-984,0.883
20151320101309-415,59.117
20151320101317-830,1.717
20151320111314-421,0.483
20151321021309-357,0.45
20151321031350-156,0.3
20151321061336-628,281.467
20151321071310-542,0.95
20151321111329-290,0.917
20151321121338-394,0.817
20151322051315-282,17.217
20151322051354-364,11.55
20151322061336-323,0.783
20151322081322-215,2.233
20151322091300-409,0.65
20151322091311-996,1.867
20151322091314-124,0.983
20151322091316-1,134.267
20151322101302-482,59.467
20151322111353-436,179.8
20151322121351-809,55.133
20151323011308-91,0.8
20151323041310-904,0.583
20151323051332-261,0.333
20151323091321-552,0.533
20151323091336-516,100.7
20151323091349-479,3.6
20151323121318-53,0.9
20151324031316-217,29.15
20151324041317-432,75.5
20151324041323-86,77.767
20151324041331-293,0.6
20151324051326-345,8.667
20151324061307-900,150.667
20151324081302-127,5.25
20151324081341-286,1.7
20151325051302-904,0.45
20151325051319-382,62.633
20151325071355-403,0.517
20151325101341-201,0.75
20151326021319-917,1.7
20151326021339-94,1.45
20151326031310-457,20.333
20151326031321-981,55.883
20151326031328-475,0.55
20151326031334-997,27.633
20151326041353-166,0.5
20151326071341-210,0.8
20151326081346-390,0.833
20151326091313-350,0.45
20151326101304-475,0.75
20151326111319-353,57.867
20151327011327-591,2.133
20151327011349-700,217.567
20151327021314-581,0.5
20151327051327-525,0.817
20151327051344-592,0.483
20151327081308-327,0.633
20151327101317-796,78.183
20151327111316-545,0.35
20151327121340-726,0.833
20151327121354-817,1.117
20151328011351-370,54.483
20151328021338-40,0.283
20151328031325-476,0.333
20151328061313-548,2.283
20151328091310-450,3.883
20151328091324-126,0.567
20151328091352-263,28.35
20151328101312-818,79.417
20151328111322-383,0.833
20151328121327-774,32.933
20151329011319-87,45.917
20151329051347-815,27.667
20151329081357-856,1.117
20151329101325-617,82.9
20151329101338-63,0.483
20151329111340-193,60.217
20151329111354-725,100.817
20151329121310-651,30.45
20151329121356-610,0.333
20151330021355-948,0.617
20151330031338-241,2.3
20151330031338-365,1.283
20151330031343-393,0.983
20151330041314-275,39.617
20151330041347-985,0.417
20151330051300-634,71.933
20151330061337-218,0.95
20151330101315-113,0.5
20151331011301-396,2.2
20151331071341-673,5.217
20151331101332-798,1.283
20151331121322-413,0.917
20151401011424-950,72.833
20151401031439-890,0.967
20151401031455-428,0.533
20151401081430-906,1.033
20151401111429-377,0.6
20151401121438-732,221.033
20151402011432-704,1.55
20151402021419-157,8.25
20151402061411-692,0.783
20151402061430-976,0.417
20151402071449-545,0.483
20151402081427-528,133.55
20151402121436-904,0.5
20151403021402-99,2.033
20151403031412-911,29.133
20151403051445-471,6.8
20151403061425-243,0.533
20151403061455-374,1.6
20151403071408-116,104.15
20151403091420-503,0.833
20151403101408-211,165.633
20151403101418-295,107.183
20151403111404-688,52.4
20151403111452-285,1.25
20151403121420-600,80.983
20151404011436-977,0.517
20151404021437-954,67.067
20151404031404-378,87.7
20151404041402-188,0.417
20151404041439-995,0.617
20151404051445-25,5.717
20151404071441-671,0.5
20151404081429-288,367.117
20151404081453-864,0.617
20151404111432-521,1.8
20151405011458-832,18.517
20151405021444-46,0.667
20151405041449-249,1.317
20151405051416-248,4.783
20151405051442-519,26.55
20151405061416-631,0.5
20151405081402-223,0.333
20151405081403-596,0.917
20151405091418-74,0.8
20151405111427-937,1.183
20151405111428-942,47.483
20151405121430-416,0.55
20151406031406-139,1.05
20151406041417-558,0.933
20151406051448-965,77.217
20151406061413-234,0.683
20151406061415-996,2.1
20151406061442-733,150.867
20151406091453-794,0.6
20151406101435-936,0.517
20151406101448-508,33.233
20151406111406-468,0.567
20151406121438-195,0.517
20151407011437-835,1.183
20151407051430-695,1.15
20151407051439-583,2.883
20151407071448-332,28.283
20151408061423-887,0.533
20151408071436-141,337.25
20151408071439-232,0.55
20151408121421-792,0.483
20151409051437-834,16.967
20151409081439-344,1.733
20151409101410-293,71.433
20151409111433-68,83.7
20151409111437-111,83.183
20151410041411-39,1.433
20151410051449-220,0.883
20151410061405-953,2.15
20151410061424-60,36.85
20151410081406-824,158.433
20151410081443-694,30.583
20151410081454-499,0.567
20151410121404-559,1.567
20151411011444-524,0.567
20151411031453-479,146.983
20151411041426-476,0.367
20151411051411-908,1.35
20151411071427-615,0.533
20151411091404-225,128.433
20151411091415-104,0.55
20151411091454-825,0.317
20151411101420-244,0.517
20151411101443-797,189.7
20151411121401-100,50.1
20151412011403-13,1.7
20151412011420-157,1.15
20151412031428-824,364.433
20151412041451-938,0.933
20151412051415-812,4.35
20151412051445-249,0.983
20151412051446-871,27.283
20151412071422-498,80.883
20151412081429-334,0.633
20151412081447-295,145.05
20151412091419-116,145.783
20151412101406-34,1.317
20151413011453-866,0.467
20151413021408-91,53.083
20151413021421-999,0.517
20151413021450-129,0.367
20151413031402-190,31.467
20151413051450-791,0.583
20151413081417-823,28.35
20151413091400-23,81.533
20151413101434-985,0.833
20151413111430-32,0.55
20151413121455-173,0.333
20151414021427-933,33.867
20151414041406-386,0.817
20151414041459-646,26.483
20151414061446-0,0.367
20151414071412-997,104.283
20151414071421-391,0.283
20151414121436-419,0.617
20151415011424-830,0.317
20151415021431-833,0.467
20151415031434-50,438.55
20151415031450-923,0.933
20151415041403-291,8.267
20151415041441-660,125.2
20151415051449-943,134.117
20151415071411-200,2.033
20151415091432-219,38.017
20151415101444-292,0.917
20151415111423-26,0.783
20151415121445-482,116.967
20151416011402-800,1.533
20151416011455-25,67.567
20151416021430-997,1.1
20151416031431-532,1.05
20151416071408-519,0.983
20151416071434-670,1.3
20151416101425-25,118.767
20151416101435-915,52.683
20151417011439-309,126.883
20151417021426-33,68.1
20151417041407-785,0.6
20151417061411-139,1.067
20151417081416-876,1.25
20151417101456-132,1.783
20151417121439-407,0.35
20151418011429-5,0.4
20151418011444-201,78.817
20151418031439-550,0.517
20151418061414-150,0.767
20151418081449-951,0.95
20151418111432-774,31.917
20151419011449-17,1.033
20151419011455-979,0.7
20151419101423-391,0.95
20151419121435-102,69.117
20151420011427-81,0.6
20151420041411-431,0.833
20151420041437-875,24.717
20151420041444-3,1.25
20151420051444-405,72.25
20151420081404-970,0.4
20151420111417-72,0.517
20151420121410-632,0.517
20151421011406-571,0.783
20151421031443-290,167.333
20151421111433-40,0.367
20151422011417-46,33.05
20151422011422-753,0.3
20151422021441-456,1.467
20151422021453-376,46.7
20151422031406-22,136.383
20151422031438-466,0.85
20151422061424-609,0.533
20151422101430-872,145.55
20151422111407-244,2.65
20151422121404-799,0.483
20151423021404-449,4.15
20151423021424-22,0.317
20151423031428-171,1.0
20151423031454-508,0.467
20151423051449-551,40.733
20151423061421-949,100.767
20151424011408-525,0.9
20151424021410-748,42.4
20151424041423-210,0.883
20151424041436-899,0.283
20151424071402-400,0.517
20151424081411-231,1.133
20151424121444-72,1.467
20151425031435-396,0.317
20151425041400-114,0.4
20151425061414-287,0.75
20151425091411-178,0.467
20151425091439-648,109.65
20151425111443-882,81.567
20151426021409-949,0.4
20151426021410-715,126.233
20151426021455-333,143.25
20151426031438-668,1.033
20151426041435-874,0.5
20151426061419-15,0.75
20151426081431-759,2.8
20151426091421-412,84.917
20151426091431-80,316.7
20151426101457-965,0.783
20151426111428-477,53.183
20151426111436-939,0.983
20151426111442-960,0.467
20151427031411-974,174.117
20151427061439-653,0.367
20151427061444-918,0.433
20151427081427-198,0.433
20151427111436-22,1.617
20151428021436-718,1.033
20151428031458-998,27.85
20151428041421-928,0.4
20151428061408-195,97.267
20151428061409-269,52.667
20151428061441-992,0.317
